id,total,m20vref,m20v,massref,mass
797,924,M20V00005,FA-2,MASS00221,BA-2
798,718,M20V01298,FA-3,MASS01323,P/BA-3
799,899,M20V01714,FA-2,MASS01613,P/BA-2
800,768,M20V00914,FA-2,MASS01092,P/BA-1/BA-4ABB
801,687,M20V01611,FA-1,MASS01536,BA-7
802,902,M20V00542,FA-2,MASS00805,P/BA-1/BA-4Z
803,1604,M20V00002,FA-2,MASS00225,BA-2
804,874,M20V00638,FA-2,MASS00879,BA-1/BA-4ABB
805,622,M20V01559,FA-1,MASS01506,BA-7
806,611,M20V01676,FA-1,MASS01471,BA-5s
807,768,M20V00781,FA-2,MASS00977,BA-1/BA-4CLOOS
808,869,M20V01626,FA-1,MASS01551,BA-7/BA-8SSP
809,748,M20V00969,FA-1,MASS01121,BA-5
810,1239,M20V01393,FA-1,MASS01399,BA-5
811,1177,-,-,brak,brak
812,1073,M20V01042,FA-2,MASS01167,P/BA-1
813,939,M20V01367,FA-2,MASS01386,P/BA-1
814,900,M20V00468,FA-1,MASS00738,BA-5
815,890,M20V01788,FA-3,MASS01669,P/BA-3/BA-4ZPanas
816,885,M20V01379,FA-2,MASS01394,BA-3/BA-4
817,852,M20V00699,FA-1,MASS00928,BA-5/BA-8SSW
818,834,M20V00327,FA-2,MASS00522,P/BA-2/BA-4ABB
819,821,M20V01770,FA-3,MASS01639,P/BA-3
820,818,M20V01067,FA-1,MASS01060,BA-5
821,811,M20V00145,FA-1,MASS00393,BA-5/BA-8SSW
822,806,M20V00762,FA-1,MASS00901,BA-5/BA-8SSP
823,802,M20V01177,FA-1,MASS01255,BA-5
824,777,M20V01767,FA-2,MASS01654,P/BA-3/BA-4Z
825,741,M20V01749,FA-3,MASS01636,P/BA-3/BA-4Panas
826,738,M20V01232,FA-1,MASS01295,BA-5
827,734,M20V01158,FA-1,MASS01239,BA-2/BA-5/BA-8SSW
828,729,M20V00291,FA-2,MASS00541,BA-1/BA-4CLOOS
829,725,M20V01850,FA-1,MASS01716,BA-3/BA-4Z
830,710,M20V00364,FA-1,MASS00638,BA-5
831,710,M20V00048,FA-2,MASS00281,BA-1/BA-4
832,695,M20V01346,FA-3,MASS01370,P/BA-3/BA-4Z
833,689,M20V00534,FA-1,MASS00794,BA-5
834,675,M20V01673,FA-1,MASS01577,BA-7
835,674,M20V01371,FA-2,MASS01388,BA-1/BA-4Z
836,660,M20V00292,FA-2,MASS00542,BA-1/BA-4CLOOS
837,649,M20V00987,FA-1,MASS01138,BA-5/BA-8SSP
838,646,M20V01064,FA-1,MASS00759,BA-5
839,635,M20V00690,FA-1,MASS00922,BA-5/BA-8SSW
840,634,M20V00049,FA-2,MASS00282,BA-2Z
841,625,M20V00271,FA-2,MASS00494,BA-1/BA-4ABB
842,625,M20V01372,FA-2,MASS01389,BA-1/BA-4Z
843,622,M20V00826,FA-1,MASS01016,BA-5/BA-8SSW/BA-4Z
844,622,M20V00313,FA-2,MASS00522,P/BA-2/BA-4ABB
845,616,M20V00960,FA-1,MASS01117,BA-5/BA-8Es
846,610,M20V01204,FA-2,MASS01271,P/BA-3
847,605,M20V00406,FA-1,MASS00675,BA-5
848,589,M20V00575,FA-1,MASS00825,BA-5/BA-8Es
849,574,M20V00764,FA-1,MASS00837,BA-5/BA-8SSP
850,569,M20V01146,FA-1,MASS01225,BA-5
851,568,M20V01141,FA-1,MASS01138,BA-5/BA-8SSP
852,563,M20V00269,FA-2,MASS00543,P/BA-1/BA-4ABB
853,557,M20V01124,FA-1,MASS01216,BA-5
854,551,M20V01248,FA-2,MASS00282,BA-2Z
855,551,M20V00749,FA-1,MASS00964,BA-5/BA-8SSW
856,549,M20V01216,FA-1,MASS01282,BA-5
857,535,M20V00693,FA-1,MASS00924,BA-5/BA-8SSW
858,532,M20V01802,FA-3,MASS01641,BA-3
859,531,M20V00664,FA-2,MASS00900,P/BA-2
860,524,M20V01637,FA-2,MASS01556,P/BA-1/BA-4ZABB
861,522,M20V01426,FA-1,MASS01418,BA-7
862,522,M20V00350,FA-2,MASS00616,BA-1/BA-4ABB
863,518,M20V00735,FA-2,MASS00953,BA-1/BA-4Z
864,515,M20V01602,FA-1,MASS00818,BA-7
865,515,M20V01157,FA-1,MASS01229,BA-5/BA-8EsSSP
866,511,M20V00111,FA-1,MASS00360,BA-5/BA-8SSW
867,507,M20V00412,FA-1,MASS00682,BA-5/BA-8Es
868,501,M20V01369,FA-1,MASS00945,BA-5
869,496,M20V01636,FA-2,MASS01555,P/BA-1/BA-4ZABB
870,484,M20V00595,FA-1,MASS00844,BA-5/BA-8EsSSW
871,478,M20V01189,FA-1,MASS01262,BA-5
872,475,M20V01319,FA-2,MASS01348,BA-3Z
873,475,M20V00281,FA-2,MASS00541,BA-1/BA-4CLOOS
874,458,M20V01625,FA-1,MASS01550,BA-7
875,454,M20V01681,FA-2,MASS01582,P/BA-3
876,383,M20V01686,FA-1,MASS01491,BA-7/BA-8SSP
877,371,M20V02083,FA-1,MASS01026,BA-5/BA-8SSP
878,362,M20V00684,FA-2,MASS00916,P/BA-2
879,327,M20V01517,FA-1,MASS01250,BA-7
880,438,M20V00262,FA-2,MASS00539,BA-2
881,516,M20V00499,FA-1,MASS00771,BA-5
882,832,M20V01743,FA-3,MASS01633,P/BA-3/BA-4Z
883,921,M20V00443,FA-1,MASS00713,BA-5
884,464,M20V01245,FA-1,MASS01307,(BA-1/BA-5/BA-8)
885,546,M20V01604,FA-2,MASS01531,BA-3/BA-4Panas
886,555,M20V01569,FA-1,MASS01512,BA-7
887,833,M20V00536,FA-1,MASS00796,BA-5
888,802,M20V00153,FA-1,MASS00400,BA-5/BA-8SSP
889,921,M20V00880,FA-2,MASS01047,BA-4St/P/BA-1
890,786,M20V00882,FA-2,MASS01039,BA-4St/P/BA-1
891,465,M20V01682,FA-2,MASS01583,P/BA-3
892,900,M20V00753,FA-2,MASS00967,P/BA-2
893,592,M20V00622,FA-1,MASS00413,BA-5/BA-8SSP
894,1266,M20V01607,FA-1,MASS01532,BA-7
895,476,M20V00095,FA-1,MASS00346,BA-1/BA-5/BA-4cloos
896,584,M20V02100,FA-2,MASS01872,BA-2
897,510,M20V02212,FA-2,MASS01939,BA-3/BA-4
898,459,M20V01801,FA-2,MASS01677,P/BA-3Z/BA-4Z
899,416,M20V01800,FA-2,MASS01676,P/BA-3Z/BA-4Z
900,391,M20V02218,FA-3,MASS01942,BA-2
901,386,M20V01820,FA-2,MASS01692,P/BA-3Z/BA-4Z
902,350,M20V01792,FA-2,MASS01644,P/BA-1/BA-4
903,235,M20V01242,FA-3,MASS01304,BA-1/BA-4
904,554,M20V01322,FA-1,MASS01337,BA-5
905,202,M20V01222,FA-3,MASS01289,BA-3/BA-4Panas
906,610,M20V01281,FA-3,MASS01332,P/BA-3/BA-4Panas
907,439,M20V01745,FA-2,MASS01634,P/BA-3/BA-4ZCLOOS
908,743,M20V00024,FA-2,MASS00254,BA-2Z
909,798,M20V01279,FA-2,MASS01178,BA-2Z
910,332,M20V00713,FA-1,MASS00910,BA-5/BA-8SSP
911,447,M20V01144,FA-1,MASS01227,BA-2
912,729,M20V00023,FA-2,MASS00253,BA-2
913,740,M20V00005,FA-2,MASS00221,BA-2
914,727,M20V01218,FA-2,MASS01285,P/BA-3
915,536,M20V01098,FA-1,MASS01201,BA-5
916,2906,M20V00130,FA-1,MASS00383,BA-5
917,521,M20V01812,FA-1,MASS01686,BA-5
918,516,M20V00135,FA-1,MASS00321,BA-5
919,262,M20V00455,FA-1,MASS00725,BA-5
920,435,M20V01254,FA-1,MASS01312,BA-5/BA-8Es
921,423,M20V00919,FA-1,MASS01094,BA-5/BA-8SSPSSW/BA-4St
922,302,M20V01456,FA-1,MASS01447,BA-7
923,345,M20V01213,FA-2,MASS01279,P/BA-3
924,439,M20V01531,FA-1,MASS00882,BA-5/BA-8Es
925,453,M20V00658,FA-1,MASS00896,BA-5/BA-8SSP
926,392,M20V01815,FA-1,MASS01132,BA-5/BA-8SSP
927,375,M20V01615,FA-1,MASS01539,BA-7
928,394,M20V01546,FA-1,MASS01497,BA-7
929,492,M20V01445,FA-3,MASS01445,P/BA-1/BA-4ABB
930,510,M20V01172,FA-1,MASS01250,BA-7
931,502,M20V01596,FA-1,MASS01527,BA-7
932,654,M20V00654,FA-1,MASS00876,BA-7/BA-8SSP
933,482,M20V01340,FA-1,MASS01366,BA-5/BA-8SSW
934,584,M20V00107,FA-1,MASS00342,BA-5
935,353,M20V00759,FA-2,MASS00969,BA-2Z
936,639,M20V01101,FA-1,MASS00424,BA-1/BA-8EsSSW
937,561,M20V00413,FA-1,MASS00683,BA-5
938,537,M20V01275,FA-2,MASS01285,P/BA-3
939,460,M20V00319,FA-2,MASS00428,P/BA-1/BA-4ABB
940,416,M20V01839,FA-1,MASS00883,BA-5/BA-8SSP
941,256,M20V01290,FA-1,MASS01296,BA-5
942,3165,M20V01557,FA-1,MASS00767,BA-7
943,1183,M20V00615,FA-1,MASS00862,BA-5
944,1084,M20V00787,FA-1,MASS00983,BA-5
945,847,M20V00266,FA-2,MASS00419,BA-1/BA-4CLOOS
946,675,M20V00214,FA-2,MASS00476,P/BA-2
947,672,M20V00913,FA-1,MASS01091,BA-5
948,665,M20V00445,FA-1,MASS00715,BA-5
949,634,M20V00587,FA-1,MASS00837,BA-5/BA-8SSP
950,614,M20V00538,FA-1,MASS00798,BA-5
951,600,-,-,brak,brak
952,595,M20V01256,FA-2,MASS01305,BA-2Z
953,581,M20V01591,FA-1,MASS01525,BA-7
954,572,M20V00573,FA-1,MASS00806,BA-5
955,569,M20V01544,FA-1,MASS01493,BA-5/BA-8Es
956,568,M20V00373,FA-1,MASS00647,BA-5
957,556,M20V00513,FA-1,MASS00781,BA-5
958,556,M20V00599,FA-1,MASS00848,BA-5/BA-8SSW
959,553,M20V00423,FA-1,MASS00693,BA-5
960,551,M20V01257,FA-2,MASS01306,BA-2Z
961,550,M20V00142,FA-1,MASS00390,BA-5
962,549,M20V00786,FA-2,MASS00953,BA-1/BA-4Z
963,548,M20V01282,FA-1,MASS01333,BA-5
964,543,M20V00585,FA-1,MASS00835,BA-5
965,541,M20V01284,FA-1,MASS01334,BA-5
966,539,M20V00625,FA-1,MASS00765,BA-5
967,538,M20V01753,FA-3,MASS01638,P/BA-3
968,537,M20V00024,FA-2,MASS00254,BA-2Z
969,533,M20V01634,FA-1,MASS00767,BA-7
970,531,M20V01678,FA-1,MASS01580,BA-5
971,527,M20V00497,FA-1,MASS00769,BA-7
972,524,M20V01255,FA-1,MASS01314,BA-5
973,523,M20V01616,FA-1,MASS01540,BA-5/BA-8Es
974,523,M20V00998,FA-1,MASS01144,BA-5
975,522,M20V01433,FA-2,MASS01429,BA-3/BA-4Z
976,515,M20V01033,FA-1,MASS00435,BA-5
977,513,M20V01332,FA-1,MASS00734,BA-5
978,506,M20V00876,FA-2,MASS01008,BA-4St/P/BA-1
979,506,M20V00146,FA-1,MASS00321,BA-5
980,505,M20V01838,FA-2,MASS01684,BA-3/BA-4Z
981,503,M20V01188,FA-1,MASS01261,BA-5
982,501,M20V01185,FA-1,MASS01260,BA-5
983,500,M20V00785,FA-2,MASS00969,BA-2Z
984,500,M20V01296,FA-2,MASS01339,P/BA-1
985,496,M20V01165,FA-2,MASS01192,BA-3/BA-4Panas
986,496,M20V00372,FA-1,MASS00646,BA-5/BA-8Es
987,493,M20V01210,FA-1,MASS00839,BA-5
988,491,M20V01526,FA-1,MASS01015,BA-5
989,488,M20V00892,FA-1,MASS00884,BA-5
990,488,M20V01360,FA-1,MASS01380,BA-5
991,487,M20V00521,FA-1,MASS00788,BA-5
992,485,M20V01896,FA-2,MASS01753,P/BA-3
993,482,M20V00894,FA-1,MASS01076,BA-5/BA-8SSP
994,482,M20V00635,FA-2,MASS00849,P/BA-1/BA-4ABB
995,480,M20V00752,FA-1,MASS00966,BA-5
996,480,M20V00881,FA-1,MASS01067,BA-5
997,474,M20V00380,FA-2,MASS00652,P/BA-1/BA-4ABB
998,473,M20V00584,FA-1,MASS00834,BA-5
999,473,M20V00555,FA-1,MASS00817,BA-5/BA-8EsSSW
1000,472,M20V01235,FA-1,MASS01298,BA-5
1001,466,M20V01259,FA-1,MASS01315,BA-7
1002,464,M20V01432,FA-2,MASS01428,BA-3/BA-4Z
1003,462,M20V00472,FA-1,MASS00741,BA-5/BA-8SSW
1004,459,M20V01137,FA-2,MASS01224,P/BA-3/BA-4St
1005,451,M20V01427,FA-1,MASS00764,BA-5
1006,449,M20V01250,FA-2,MASS01310,P/BA-3/BA-4St
1007,447,M20V01302,FA-2,MASS01343,BA-1/BA-4ABB
1008,447,M20V01184,FA-2,MASS01175,P/BA-3/BA-4Panas
1009,440,M20V01721,FA-2,MASS01620,P/BA-3
1010,439,M20V01658,FA-1,MASS01491,BA-7/BA-8SSP
1011,438,M20V01894,FA-1,MASS01497,BA-7
1012,437,M20V01430,FA-1,MASS00764,BA-5
1013,435,M20V00322,FA-2,MASS00427,P/BA-1/BA-4ABB
1014,435,M20V01715,FA-2,MASS01614,P/BA-2
1015,432,M20V01355,FA-2,MASS01364,P/BA-3
1016,431,M20V01357,FA-1,MASS01227,BA-2
1017,429,M20V01598,FA-1,MASS01528,BA-7
1018,423,M20V00646,FA-1,MASS00866,BA-5/BA-8SSP
1019,421,M20V01014,FA-1,MASS01151,BA-5
1020,421,M20V01270,FA-1,MASS01326,BA-5
1021,421,M20V00546,FA-1,MASS00794,BA-5
1022,416,M20V00152,FA-1,MASS00399,BA-5
1023,413,M20V01644,FA-1,MASS01560,BA-7
1024,412,M20V01113,FA-1,MASS01210,BA-1/BA-5
1025,411,M20V00401,FA-2,MASS00669,P/BA-1/BA-4ABB
1026,408,M20V01151,FA-1,MASS01233,BA-5
1027,403,M20V00209,FA-1,MASS00471,BA-5
1028,397,M20V01251,FA-1,MASS01311,BA-5
1029,396,M20V00505,FA-1,MASS00774,BA-5
1030,395,M20V01215,FA-2,MASS01281,P/BA-2
1031,395,M20V00268,FA-2,MASS00543,P/BA-1/BA-4ABB
1032,384,M20V00949,FA-1,MASS00859,BA-5
1033,383,M20V01882,FA-2,MASS00226,BA-2Z
1034,379,M20V00205,FA-1,MASS00469,BA-5
1035,378,M20V00491,FA-1,MASS00763,BA-7
1036,374,M20V00790,FA-1,MASS00990,BA-5/BA-8SSP
1037,372,M20V01876,FA-2,MASS01738,P/BA-3Z
1038,371,M20V00426,FA-2,MASS00407,P/BA-1/BA-4ABB
1039,369,M20V01206,FA-1,MASS01273,BA-5/BA-8Es
1040,369,M20V00427,FA-2,MASS00406,P/BA-1/BA-4ABB
1041,368,M20V00689,FA-1,MASS00921,BA-5/BA-8SSW
1042,364,M20V01361,FA-1,MASS01381,BA-5
1043,361,M20V00108,FA-1,MASS00359,BA-5/BA-8SSW
1044,356,M20V01926,FA-2,MASS01653,P/BA-3/BA-4Z
1045,355,M20V00273,FA-2,MASS00545,BA-1/BA-4ABBCLOOS
1046,348,M20V01252,FA-2,MASS01277,P/BA-1/BA-4ZPanas
1047,347,M20V00368,FA-2,MASS00642,P/BA-2
1048,347,M20V01845,FA-2,MASS01713,P/BA-3
1049,347,M20V00681,FA-1,MASS00913,BA-5
1050,346,M20V01377,FA-3,MASS01392,P/BA-1/BA-4Z
1051,342,M20V00318,FA-2,MASS00543,P/BA-1/BA-4ABB
1052,341,M20V00963,FA-1,MASS01111,BA-5
1053,340,M20V01702,FA-3,MASS01605,P/BA-3
1054,339,M20V01016,FA-2,MASS01153,P/BA-3/BA-4Panas
1055,339,M20V00452,FA-1,MASS00722,BA-5
1056,338,M20V01240,FA-1,MASS01007,BA-5
1057,337,M20V01836,FA-3,MASS01704,P/BA-3/BA-4Z
1058,336,M20V00602,FA-1,MASS00851,BA-5
1059,335,M20V01851,FA-2,MASS01717,P/BA-3Z
1060,330,M20V00739,FA-1,MASS00956,BA-5/BA-8SSW
1061,329,M20V01723,FA-3,MASS01622,P/BA-3
1062,328,M20V00661,FA-1,MASS00899,BA-5/BA-8SSP
1063,327,M20V01694,FA-1,MASS01599,BA-5
1064,325,M20V01202,FA-1,MASS01204,BA-1/BA-7
1065,320,M20V00416,FA-1,MASS00645,BA-5/BA-8SSPSSW
1066,317,M20V00148,FA-1,MASS00395,BA-5
1067,317,M20V01835,FA-3,MASS01703,P/BA-3/BA-4Z
1068,298,M20V01816,FA-3,MASS01641,BA-3
1069,287,M20V00729,FA-2,MASS00952,P/BA-1/BA-4CLOOS
1070,285,M20V00621,FA-1,MASS00871,BA-5/BA-8EsSSW
1071,281,M20V01621,FA-1,MASS01545,BA-7
1072,279,M20V01879,FA-2,MASS01741,P/BA-3
1073,277,M20V01406,FA-1,MASS01404,BA-5/BA-8Es
1074,277,M20V01857,FA-3,MASS01723,P/BA-3/BA-4Z
1075,274,M20V01266,FA-1,MASS01322,BA-5
1076,258,M20V01438,FA-2,MASS01430,P/BA-1/BA-4Z
1077,248,M20V01846,FA-2,MASS01714,P/BA-3
1078,247,M20V00846,FA-2,MASS01013,P/BA-2
1079,236,M20V01975,FA-2,MASS01797,BA-1/BA-4
1080,232,M20V01796,FA-1,MASS01132,BA-5/BA-8SSP
1081,231,M20V01697,FA-1,MASS01601,BA-5
1082,229,M20V01764,FA-2,MASS01651,BA-3/BA-4Z
1083,216,M20V00606,FA-1,MASS00855,BA-5/BA-8SSPSSW
1084,209,M20V01730,FA-3,MASS01605,P/BA-3
1085,167,M20V01869,FA-1,MASS01733,BA-5
1086,159,M20V01717,FA-2,MASS01616,BA-3
1087,153,M20V00344,FA-2,MASS00610,BA-1/BA-4StABB
1088,0,M20V00253,FA-1,MASS00358,BA-5/BA-8Es
1089,449,M20V00349,FA-2,MASS00615,BA-1/BA-4ABB
1090,257,M20V00550,FA-2,MASS00566,P/BA-1/BA-4ABB
1091,366,M20V00451,FA-1,MASS00721,BA-5
1092,450,M20V00645,FA-2,MASS00847,P/BA-1/BA-4ABB
1093,244,M20V01862,FA-2,MASS01727,BA-3/BA-4Z
1094,293,M20V01799,FA-2,MASS01675,P/BA-1/BA-4
1095,253,M20V01863,FA-2,MASS01728,BA-3/BA-4Z
1096,469,M20V01504,FA-1,MASS01452,BA-7
1097,397,M20V01134,FA-2,MASS01203,BA-3/BA-4
1098,356,M20V01878,FA-1,MASS01740,BA-3
1099,401,M20V00569,FA-1,MASS00821,BA-5/BA-8Es
1100,659,M20V00062,FA-1,MASS00302,BA-5/BA-7
1101,532,M20V00639,FA-3,MASS00880,P/BA-2
1102,261,M20V01390,FA-1,MASS01396,BA-5
1103,356,M20V00320,FA-2,MASS00543,P/BA-1/BA-4ABB
1104,397,M20V01133,FA-2,MASS01202,BA-3/BA-4
1105,854,M20V00748,FA-1,MASS00962,BA-5/BA-8EsSSW
1106,339,M20V01234,FA-1,MASS01729,BA-7/BA-8SSW/BA-4Z
1107,263,M20V01228,FA-2,MASS01293,P/BA-3/BA-4Panas
1108,474,M20V00147,FA-1,MASS00393,BA-5/BA-8SSW
1109,706,M20V00422,FA-1,MASS00692,BA-5/BA-8Es
1110,314,M20V00409,FA-1,MASS00678,BA-5
1111,1270,M20V01775,FA-2,MASS01662,P/BA-1/BA-4
1112,1120,M20V01803,FA-2,MASS01678,P/BA-1/BA-4
1113,599,M20V01689,FA-1,MASS01590,BA-1/BA-5/BA-8
1114,441,M20V01847,FA-3,MASS01676,P/BA-3Z/BA-4Z
1115,391,M20V01819,FA-2,MASS01689,P/BA-3Z/BA-4Z
1116,379,M20V01412,FA-1,MASS00982,BA-5
1117,355,M20V01759,FA-2,MASS01644,P/BA-1/BA-4
1118,317,M20V01873,FA-2,MASS01735,P/BA-2
1119,301,M20V01834,FA-1,MASS01698,BA-2
1120,300,M20V01396,FA-2,MASS01400,BA-2
1121,188,M20V02109,FA-1,MASS01877,BA-3/BA-4
1122,117,M20V01875,FA-3,MASS01737,P/BA-2
1123,430,M20V01214,FA-2,MASS01280,P/BA-3/BA-4St
1124,443,M20V00010,FA-2,MASS00238,BA-1/BA-4Panas
1125,298,M20V01138,FA-2,MASS01224,P/BA-3/BA-4St
1126,448,M20V01562,FA-1,MASS01460,BA-7
1127,447,M20V00356,FA-2,MASS00628,P/BA-2
1128,305,M20V00592,FA-1,MASS00842,BA-5
1129,298,M20V01276,FA-2,MASS01331,BA-1/BA-4St
1130,264,M20V01599,FA-1,MASS01529,BA-5
1131,208,M20V00861,FA-1,MASS01046,BA-5
1132,202,M20V01566,FA-1,MASS00434,BA-7
1133,197,M20V00901,FA-2,MASS01084,P/BA-2
1134,147,M20V00456,FA-1,MASS00726,BA-5
1135,139,M20V01844,FA-1,MASS01712,BA-3
1136,127,M20V01843,FA-1,MASS01711,BA-3
1137,108,M20V00594,FA-1,MASS00843,BA-5/BA-8Es
1138,97,M20V01119,FA-2,MASS01124,BA-1/BA-4ABB
1139,252,M20V01354,FA-2,MASS01336,BA-1/BA-4ABB
1140,356,M20V01220,FA-2,MASS01287,P/BA-2
1141,215,M20V01782,FA-2,MASS01224,P/BA-3/BA-4St
1142,725,M20V00766,FA-1,MASS00957,BA-5
1143,722,M20V00476,FA-1,MASS00745,BA-5
1144,314,M20V00157,FA-1,MASS00228,BA-5/BA-7
1145,8198,M20V00474,FA-1,MASS00743,BA-5
1146,2239,M20V01368,FA-2,MASS01387,P/BA-1
1147,404,M20V00492,FA-1,MASS00764,BA-5
1148,376,M20V00062,FA-1,MASS00302,BA-5/BA-7
1149,363,M20V00685,FA-2,MASS00917,BA-2
1150,310,M20V00191,FA-1,MASS00436,BA-5
1151,236,M20V01967,FA-2,MASS01793,BA-3/BA-4Panas
1152,246,M20V00982,FA-2,MASS01134,P/BA-2/P
1153,190,M20V01828,FA-2,MASS01697,P/BA-1/BA-4
1154,120,M20V00672,FA-1,MASS00906,BA-5
1155,98,M20V00687,FA-1,MASS00919,BA-5/BA-8SSP
1156,64,M20V01859,FA-2,MASS01725,BA-2
1157,0,M20V02025,FA-1,MASS01807,BA-5
1158,59,M20V01411,FA-1,MASS01409,BA-2
1159,361,M20V00112,FA-1,MASS00362,BA-1/BA-5/BA-4cloos
1160,355,M20V01797,FA-2,MASS01280,P/BA-3/BA-4St
1161,376,M20V00191,FA-1,MASS00436,BA-5
1162,1290,M20V00425,FA-1,MASS00695,BA-5/BA-8Es
1163,214,M20V00642,FA-1,MASS00882,BA-5/BA-8Es
1164,245,M20V00253,FA-1,MASS00358,BA-5/BA-8Es
1165,767,M20V00041,FA-2,MASS00268,BA-2Z
1166,316,M20V00098,FA-1,MASS00342,BA-5
1167,133,M20V00029,FA-2,MASS00256,BA-2Z
1168,429,M20V00399,FA-1,MASS00667,BA-5
1169,475,M20V00003,FA-2,MASS00227,BA-2
1170,444,M20V00010,FA-2,MASS00238,BA-1/BA-4Panas
1171,127,M20V01412,FA-1,MASS00982,BA-5
1172,377,M20V01654,FA-1,MASS01568,BA-5/BA-8Es
1173,439,M20V01219,FA-1,MASS01286,BA-1/BA-5/BA-8
1174,500,M20V00596,FA-1,MASS00845,BA-5/BA-8EsSSW
1175,0,M20V01939,FA-1,MASS00555,BA-5
1176,243,M20V01418,FA-2,MASS01411,BA-2
1177,232,M20V00047,FA-2,MASS00271,BA-2Z
1178,230,M20V01772,FA-3,MASS01659,P/BA-3/BA-4Z
1179,193,M20V00586,FA-1,MASS00836,BA-5
1180,183,M20V00476,FA-1,MASS00745,BA-5
1181,7286,M20V00069,FA-1,MASS00321,BA-5
1182,131,M20V01647,FA-1,MASS01563,BA-5/BA-8SSP
1183,107,M20V01870,FA-3,MASS01703,P/BA-3/BA-4Z
1184,223,M20V01642,FA-1,MASS01461,BA-7
1185,476,M20V00707,FA-2,MASS00935,P/BA-2
1186,396,M20V00469,FA-2,MASS00739,BA-1/BA-4ABB
1187,274,M20V00454,FA-1,MASS00724,BA-5
1188,213,M20V00065,FA-1,MASS00318,BA-5/BA-7
1189,189,M20V01656,FA-1,MASS01322,BA-5
1190,459,M20V00558,FA-1,MASS00818,BA-7
1191,437,M20V01668,FA-1,MASS01576,BA-7
1192,394,M20V01422,FA-1,MASS01415,BA-5
1193,374,M20V00917,FA-1,MASS01093,BA-5
1194,326,M20V00560,FA-1,MASS00820,BA-5
1195,297,M20V00391,FA-1,MASS00663,BA-5
1196,289,M20V01199,FA-2,MASS01270,P/BA-3
1197,228,M20V01519,FA-1,MASS00486,BA-5
1198,127,M20V00827,FA-1,MASS01017,BA-5
1199,4046,M20V00304,FA-1,MASS00568,BA-5
1200,2766,M20V01049,FA-1,MASS01171,BA-5
1201,818,M20V01600,FA-1,MASS00435,BA-5
